GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G0500210","1990",,,,,,,,,,"Clay","021",,"7","9999",,"9999","3","Arkansas","05",,,,,"Clay County",11616,68,4896,1108,350,7,0,17,45
"G0500230","1990",,,,,,,,,,"Cleburne","023",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cleburne County",11996,434,3210,2798,764,8,0,50,151
"G0500250","1990",,,,,,,,,,"Cleveland","025",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cleveland County",6767,29,212,610,99,0,6,12,46
"G0500270","1990",,,,,,,,,,"Columbia","027",,"7","9999",,"9999","3","Arkansas","05",,,,,"Columbia County",18862,201,1001,4767,505,0,0,102,253
"G0500290","1990",,,,,,,,,,"Conway","029",,"7","9999",,"9999","3","Arkansas","05",,,,,"Conway County",15009,111,1398,1704,768,0,0,68,93
"G0500310","1990",,,,,,,,,,"Craighead","031",,"7","9999",,"9999","3","Arkansas","05",,,,,"Craighead County",49326,691,7808,8462,1858,0,7,253,551
"G0500330","1990",,,,,,,,,,"Crawford","033",,"7","2720",,"9999","3","Arkansas","05",,,,,"Crawford County",28878,450,3576,6451,2614,14,0,83,427
"G0500350","1990",,,,,,,,,,"Crittenden","035",,"7","4920",,"9999","3","Arkansas","05",,,,,"Crittenden County",27545,374,3686,17338,630,8,0,66,292
"G0500370","1990",,,,,,,,,,"Cross","037",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cross County",14995,54,1096,2688,293,0,0,39,60
"G0500390","1990",,,,,,,,,,"Dallas","039",,"7","9999",,"9999","3","Arkansas","05",,,,,"Dallas County",8297,73,202,682,315,5,0,0,40
"G0500410","1990",,,,,,,,,,"Desha","041",,"7","9999",,"9999","3","Arkansas","05",,,,,"Desha County",14057,54,461,1803,245,0,0,0,178
"G0500430","1990",,,,,,,,,,"Drew","043",,"7","9999",,"9999","3","Arkansas","05",,,,,"Drew County",13954,59,775,2037,369,14,19,74,68
"G0500450","1990",,,,,,,,,,"Faulkner","045",,"7","4400",,"9999","3","Arkansas","05",,,,,"Faulkner County",41897,878,6299,7467,2685,7,0,336,437
"G0500470","1990",,,,,,,,,,"Franklin","047",,"7","9999",,"9999","3","Arkansas","05",,,,,"Franklin County",10609,271,1082,1890,899,2,0,75,69
"G0500490","1990",,,,,,,,,,"Fulton","049",,"7","9999",,"9999","3","Arkansas","05",,,,,"Fulton County",5756,143,2612,1065,422,0,0,17,22
"G0500510","1990",,,,,,,,,,"Garland","051",,"7","9999",,"9999","3","Arkansas","05",,,,,"Garland County",43659,1865,12238,10353,3548,23,0,276,1435
"G0500530","1990",,,,,,,,,,"Grant","053",,"7","9999",,"9999","3","Arkansas","05",,,,,"Grant County",11200,124,657,1329,473,0,8,59,98
"G0500550","1990",,,,,,,,,,"Greene","055",,"7","9999",,"9999","3","Arkansas","05",,,,,"Greene County",23548,186,4541,2569,775,0,8,79,98
"G0500570","1990",,,,,,,,,,"Hempstead","057",,"7","9999",,"9999","3","Arkansas","05",,,,,"Hempstead County",14942,199,1252,3563,1335,32,19,55,224
"G0500590","1990",,,,,,,,,,"Hot Spring","059",,"7","9999",,"9999","3","Arkansas","05",,,,,"Hot Spring County",20148,348,1613,2774,1012,0,0,107,113
"G0500610","1990",,,,,,,,,,"Howard","061",,"7","9999",,"9999","3","Arkansas","05",,,,,"Howard County",10114,24,513,2360,476,0,12,41,29
"G0500630","1990",,,,,,,,,,"Independence","063",,"7","9999",,"9999","3","Arkansas","05",,,,,"Independence County",23007,420,3068,3127,1276,0,0,72,222
"G0500650","1990",,,,,,,,,,"Izard","065",,"7","9999",,"9999","3","Arkansas","05",,,,,"Izard County",6671,199,2763,1070,517,0,0,39,105
"G0500670","1990",,,,,,,,,,"Jackson","067",,"7","9999",,"9999","3","Arkansas","05",,,,,"Jackson County",16656,54,932,917,330,2,0,12,41
"G0500690","1990",,,,,,,,,,"Jefferson","069",,"7","6240",,"9999","3","Arkansas","05",,,,,"Jefferson County",67550,706,5129,9391,1970,0,9,225,507
"G0500710","1990",,,,,,,,,,"Johnson","071",,"7","9999",,"9999","3","Arkansas","05",,,,,"Johnson County",11831,358,1986,2319,1346,0,0,120,261
"G0500730","1990",,,,,,,,,,"Lafayette","073",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lafayette County",7242,32,127,2040,147,0,0,28,27
"G0500750","1990",,,,,,,,,,"Lawrence","075",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lawrence County",13815,75,2008,1133,350,0,0,24,52
"G0500770","1990",,,,,,,,,,"Lee","077",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lee County",10771,53,575,1441,83,8,6,34,82
"G0500790","1990",,,,,,,,,,"Lincoln","079",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lincoln County",10894,153,685,1257,620,0,0,15,66
"G0500810","1990",,,,,,,,,,"Little River","081",,"7","9999",,"9999","3","Arkansas","05",,,,,"Little River County",7727,122,699,4778,543,0,0,10,87
"G0500830","1990",,,,,,,,,,"Logan","083",,"7","9999",,"9999","3","Arkansas","05",,,,,"Logan County",14297,196,1510,2847,1483,0,29,47,148
"G0500850","1990",,,,,,,,,,"Lonoke","085",,"7","4400",,"9999","3","Arkansas","05",,,,,"Lonoke County",28578,519,3292,4696,1581,2,4,267,329
"G0500870","1990",,,,,,,,,,"Madison","087",,"7","9999",,"9999","3","Arkansas","05",,,,,"Madison County",7538,191,1119,1847,838,0,0,25,60
"G0500890","1990",,,,,,,,,,"Marion","089",,"7","9999",,"9999","3","Arkansas","05",,,,,"Marion County",5048,371,3849,1734,792,17,0,34,156
"G0500910","1990",,,,,,,,,,"Miller","091",,"7","8360",,"9999","3","Arkansas","05",,,,,"Miller County",17375,326,1622,17550,1188,0,2,118,286
"G0500930","1990",,,,,,,,,,"Mississippi","093",,"7","9999",,"9999","3","Arkansas","05",,,,,"Mississippi County",34961,975,7186,11769,1539,15,35,592,453
"G0500950","1990",,,,,,,,,,"Monroe","095",,"7","9999",,"9999","3","Arkansas","05",,,,,"Monroe County",9962,20,376,804,152,4,0,2,13
"G0500970","1990",,,,,,,,,,"Montgomery","097",,"7","9999",,"9999","3","Arkansas","05",,,,,"Montgomery County",5194,94,620,1243,627,0,6,12,45
"G0500990","1990",,,,,,,,,,"Nevada","099",,"7","9999",,"9999","3","Arkansas","05",,,,,"Nevada County",8220,93,338,1062,345,0,0,32,11
"G0501010","1990",,,,,,,,,,"Newton","101",,"7","9999",,"9999","3","Arkansas","05",,,,,"Newton County",4765,217,983,1086,556,0,0,26,33
"G0501030","1990",,,,,,,,,,"Ouachita","103",,"7","9999",,"9999","3","Arkansas","05",,,,,"Ouachita County",23862,222,1434,4012,826,0,0,83,135
"G0501050","1990",,,,,,,,,,"Perry","105",,"7","9999",,"9999","3","Arkansas","05",,,,,"Perry County",6045,106,563,886,325,0,0,20,24
"G0501070","1990",,,,,,,,,,"Phillips","107",,"7","9999",,"9999","3","Arkansas","05",,,,,"Phillips County",22658,65,1121,4487,288,0,21,80,118
"G0501090","1990",,,,,,,,,,"Pike","109",,"7","9999",,"9999","3","Arkansas","05",,,,,"Pike County",7426,69,689,1434,392,0,0,21,55
"G0501110","1990",,,,,,,,,,"Poinsett","111",,"7","9999",,"9999","3","Arkansas","05",,,,,"Poinsett County",18557,64,1635,3970,348,0,0,32,58
"G0501130","1990",,,,,,,,,,"Polk","113",,"7","9999",,"9999","3","Arkansas","05",,,,,"Polk County",9496,424,1826,4133,1190,15,0,36,227
"G0501150","1990",,,,,,,,,,"Pope","115",,"7","9999",,"9999","3","Arkansas","05",,,,,"Pope County",30237,783,4910,6110,3348,12,49,170,264
"G0501170","1990",,,,,,,,,,"Prairie","117",,"7","9999",,"9999","3","Arkansas","05",,,,,"Prairie County",8191,53,443,664,142,6,2,6,11
"G0501190","1990",,,,,,,,,,"Pulaski","119",,"7","4400",,"9999","3","Arkansas","05",,,,,"Pulaski County",240374,7801,30707,49248,12522,172,84,2701,6051
"G0501210","1990",,,,,,,,,,"Randolph","121",,"7","9999",,"9999","3","Arkansas","05",,,,,"Randolph County",11362,107,3147,1439,390,3,0,53,57
"G0501230","1990",,,,,,,,,,"St Francis","123",,"7","9999",,"9999","3","Arkansas","05",,,,,"St. Francis County",22371,147,1292,4160,361,0,0,51,115
"G0501250","1990",,,,,,,,,,"Saline","125",,"7","4400",,"9999","3","Arkansas","05",,,,,"Saline County",47248,889,5021,7599,2647,30,0,293,456
"G0501270","1990",,,,,,,,,,"Scott","127",,"7","9999",,"9999","3","Arkansas","05",,,,,"Scott County",6637,94,742,1886,702,0,0,35,109
"G0501290","1990",,,,,,,,,,"Searcy","129",,"7","9999",,"9999","3","Arkansas","05",,,,,"Searcy County",5634,211,806,672,447,0,0,24,47
"G0501310","1990",,,,,,,,,,"Sebastian","131",,"7","2720",,"9999","3","Arkansas","05",,,,,"Sebastian County",59932,1998,8943,18590,6195,43,36,590,3263
"G0501330","1990",,,,,,,,,,"Sevier","133",,"7","9999",,"9999","3","Arkansas","05",,,,,"Sevier County",7638,150,647,3829,815,0,4,66,488
"G0501350","1990",,,,,,,,,,"Sharp","135",,"7","9999",,"9999","3","Arkansas","05",,,,,"Sharp County",7431,279,4045,1576,589,0,0,72,117
"G0501370","1990",,,,,,,,,,"Stone","137",,"7","9999",,"9999","3","Arkansas","05",,,,,"Stone County",6282,171,1491,1383,394,0,0,12,42
"G0501390","1990",,,,,,,,,,"Union","139",,"7","9999",,"9999","3","Arkansas","05",,,,,"Union County",35235,251,1687,8209,942,47,9,91,248
"G0501410","1990",,,,,,,,,,"Van Buren","141",,"7","9999",,"9999","3","Arkansas","05",,,,,"Van Buren County",7744,383,2984,1923,792,2,1,28,151
"G0501430","1990",,,,,,,,,,"Washington","143",,"7","2580",,"9999","3","Arkansas","05",,,,,"Washington County",62459,2450,17274,19286,9339,9,46,720,1826
"G0501450","1990",,,,,,,,,,"White","145",,"7","9999",,"9999","3","Arkansas","05",,,,,"White County",37892,669,6369,7004,2179,2,4,255,302
"G0501470","1990",,,,,,,,,,"Woodruff","147",,"7","9999",,"9999","3","Arkansas","05",,,,,"Woodruff County",7860,31,689,652,220,0,5,23,40
"G0501490","1990",,,,,,,,,,"Yell","149",,"7","9999",,"9999","3","Arkansas","05",,,,,"Yell County",12876,175,1178,2112,1100,0,0,79,239
"G0600010","1990",,,,,,,,,,"Alameda","001",,"9","7362",,"5775","4","California","06",,,,,"Alameda County",624787,77199,115432,138344,74180,2535,2336,13994,230375
"G0600030","1990",,,,,,,,,,"Alpine","003",,"9","9999",,"9999","4","California","06",,,,,"Alpine County",564,47,88,60,330,0,0,6,18
"G0600050","1990",,,,,,,,,,"Amador","005",,"9","9999",,"9999","4","California","06",,,,,"Amador County",18744,1181,3637,2539,2560,20,8,231,1119
"G0600070","1990",,,,,,,,,,"Butte","007",,"9","1620",,"9999","4","California","06",,,,,"Butte County",109600,6975,22950,14791,15543,55,111,1249,10846
"G0600090","1990",,,,,,,,,,"Calaveras","009",,"9","9999",,"9999","4","California","06",,,,,"Calaveras County",19840,1352,4155,2756,2705,24,46,190,930
"G0600110","1990",,,,,,,,,,"Colusa","011",,"9","9999",,"9999","4","California","06",,,,,"Colusa County",9725,229,1037,963,840,3,8,107,3363
"G0600130","1990",,,,,,,,,,"Contra Costa","013",,"9","7362",,"5775","4","California","06",,,,,"Contra Costa County",419001,51108,88785,74320,53403,822,840,8393,107060
"G0600150","1990",,,,,,,,,,"Del Norte","015",,"9","9999",,"9999","4","California","06",,,,,"Del Norte County",12883,730,2560,1645,3981,0,4,164,1493
"G0600170","1990",,,,,,,,,,"El Dorado","017",,"9","6920",,"9999","4","California","06",,,,,"El Dorado County",74843,7090,15786,9098,10246,32,48,1090,7762
"G0600190","1990",,,,,,,,,,"Fresno","019",,"9","2840",,"9999","4","California","06",,,,,"Fresno County",389561,14324,41886,65001,30918,486,337,5868,119109
"G0600210","1990",,,,,,,,,,"Glenn","021",,"9","9999",,"9999","4","California","06",,,,,"Glenn County",15636,377,2010,1470,1868,0,21,187,3229
"G0600230","1990",,,,,,,,,,"Humboldt","023",,"9","9999",,"9999","4","California","06",,,,,"Humboldt County",75336,4577,11394,8517,13667,29,38,944,4616
"G0600250","1990",,,,,,,,,,"Imperial","025",,"9","9999",,"9999","4","California","06",,,,,"Imperial County",54248,1683,5163,7839,6107,66,83,2546,31568
"G0600270","1990",,,,,,,,,,"Inyo","027",,"9","9999",,"9999","4","California","06",,,,,"Inyo County",10682,820,2463,1237,2167,2,1,53,856
"G0600290","1990",,,,,,,,,,"Kern","029",,"9","0680",,"9999","4","California","06",,,,,"Kern County",299595,15028,47925,75800,32411,983,496,5098,66141
"G0600310","1990",,,,,,,,,,"Kings","031",,"9","9999",,"9999","4","California","06",,,,,"Kings County",57087,2568,7396,13189,5424,151,228,1096,14330
"G0600330","1990",,,,,,,,,,"Lake","033",,"9","9999",,"9999","4","California","06",,,,,"Lake County",28982,2271,6885,4796,4743,20,9,230,2695
"G0600350","1990",,,,,,,,,,"Lassen","035",,"9","9999",,"9999","4","California","06",,,,,"Lassen County",16192,1021,2326,2880,3705,12,28,199,1235
"G0600370","1990",,,,,,,,,,"Los Angeles","037",,"9","4472",,"4480","4","California","06",,,,,"Los Angeles County",3608528,510828,761096,681068,304924,15401,9654,76599,2895066
"G0600390","1990",,,,,,,,,,"Madera","039",,"9","9999",,"9999","4","California","06",,,,,"Madera County",51172,1931,6037,10806,4244,105,8,635,13152
"G0600410","1990",,,,,,,,,,"Marin","041",,"9","7362",,"7360","4","California","06",,,,,"Marin County",109486,27068,29692,16095,14209,122,233,2702,30489
"G0600430","1990",,,,,,,,,,"Mariposa","043",,"9","9999",,"9999","4","California","06",,,,,"Mariposa County",8541,679,1931,1557,1109,6,16,92,371
"G0600450","1990",,,,,,,,,,"Mendocino","045",,"9","9999",,"9999","4","California","06",,,,,"Mendocino County",50581,3701,7830,5746,6430,14,22,555,5466
"G0600470","1990",,,,,,,,,,"Merced","047",,"9","4940",,"9999","4","California","06",,,,,"Merced County",93900,5147,12634,19232,9249,181,268,2435,35357
"G0600490","1990",,,,,,,,,,"Modoc","049",,"9","9999",,"9999","4","California","06",,,,,"Modoc County",5231,334,911,800,2018,0,0,49,335
"G0600510","1990",,,,,,,,,,"Mono","051",,"9","9999",,"9999","4","California","06",,,,,"Mono County",5426,610,1104,583,1141,29,0,103,960
"G0600530","1990",,,,,,,,,,"Monterey","053",,"9","7120",,"9999","4","California","06",,,,,"Monterey County",156879,18955,32724,39592,21024,986,984,7850,76666
"G0600550","1990",,,,,,,,,,"Napa","055",,"9","7362",,"8720","4","California","06",,,,,"Napa County",61516,5995,13306,7581,8131,68,56,1147,12965
"G0600570","1990",,,,,,,,,,"Nevada","057",,"9","9999",,"9999","4","California","06",,,,,"Nevada County",46841,4164,10735,5529,7819,15,31,591,2785
"G0600590","1990",,,,,,,,,,"Orange","059",,"9","4472",,"0360","4","California","06",,,,,"Orange County",1011232,186422,327155,156504,127274,2932,1906,22023,575108
"G0600610","1990",,,,,,,,,,"Placer","061",,"9","6920",,"9999","4","California","06",,,,,"Placer County",102566,8994,21404,12891,16563,100,61,1721,8496
"G0600630","1990",,,,,,,,,,"Plumas","063",,"9","9999",,"9999","4","California","06",,,,,"Plumas County",11653,652,2542,1541,2739,0,0,93,519
"G0600650","1990",,,,,,,,,,"Riverside","065",,"9","4472",,"6780","4","California","06",,,,,"Riverside County",558011,74476,168144,108379,72511,1986,1030,12122,173754
"G0600670","1990",,,,,,,,,,"Sacramento","067",,"9","6920",,"9999","4","California","06",,,,,"Sacramento County",563660,52503,119097,101576,84280,1467,1017,13741,103878
"G0600690","1990",,,,,,,,,,"San Benito","069",,"9","9999",,"9999","4","California","06",,,,,"San Benito County",22769,1072,2022,2219,1929,42,13,364,6267
"G0600710","1990",,,,,,,,,,"San Bernardino","071",,"9","4472",,"6780","4","California","06",,,,,"San Bernardino County",737122,79214,176847,136271,81540,2639,1573,16278,186896
"G0600730","1990",,,,,,,,,,"San Diego","073",,"9","7320",,"9999","4","California","06",,,,,"San Diego County",968856,231745,389371,258344,174527,4128,6485,35750,428810
"G0600750","1990",,,,,,,,,,"San Francisco","075",,"9","7362",,"7360","4","California","06",,,,,"San Francisco County",253205,62540,59866,58881,30844,1615,1123,9851,246034
"G0600770","1990",,,,,,,,,,"San Joaquin","077",,"9","8120",,"9999","4","California","06",,,,,"San Joaquin County",274873,11926,41237,39528,28963,541,381,4548,78631
"G0600790","1990",,,,,,,,,,"San Luis Obispo","079",,"9","9999",,"9999","4","California","06",,,,,"San Luis Obispo County",127183,12739,27597,16301,14866,86,160,2018,16212
"G0600810","1990",,,,,,,,,,"San Mateo","081",,"9","7362",,"7360","4","California","06",,,,,"San Mateo County",309553,39188,56316,37653,33053,1002,981,7110,164767
"G0600830","1990",,,,,,,,,,"Santa Barbara","083",,"9","7480",,"9999","4","California","06",,,,,"Santa Barbara County",172109,28486,47768,28425,24144,386,383,5320,62587
"G0600850","1990",,,,,,,,,,"Santa Clara","085",,"9","7362",,"7400","4","California","06",,,,,"Santa Clara County",677160,102840,152479,103249,92093,2780,2011,17764,347201
"G0600870","1990",,,,,,,,,,"Santa Cruz","087",,"9","7362",,"7485","4","California","06",,,,,"Santa Cruz County",127714,16297,22948,13580,14167,175,112,2589,32152
"G0600890","1990",,,,,,,,,,"Shasta","089",,"9","6690",,"9999","4","California","06",,,,,"Shasta County",89795,5009,16895,12514,17615,74,58,887,4189
"G0600910","1990",,,,,,,,,,"Sierra","091",,"9","9999",,"9999","4","California","06",,,,,"Sierra County",1648,151,408,414,598,0,0,14,85
"G0600930","1990",,,,,,,,,,"Siskiyou","093",,"9","9999",,"9999","4","California","06",,,,,"Siskiyou County",24688,1319,4475,3373,7752,5,9,258,1652
"G0600950","1990",,,,,,,,,,"Solano","095",,"9","7362",,"8720","4","California","06",,,,,"Solano County",166101,19591,36223,41423,24142,550,1606,6555,44230
"G0600970","1990",,,,,,,,,,"Sonoma","097",,"9","7362",,"7500","4","California","06",,,,,"Sonoma County",231560,24252,42246,22992,27613,250,166,3723,35420
"G0600990","1990",,,,,,,,,,"Stanislaus","099",,"9","5170",,"9999","4","California","06",,,,,"Stanislaus County",217286,9779,29152,36909,21516,251,120,2665,52844
"G0601010","1990",,,,,,,,,,"Sutter","101",,"9","9340",,"9999","4","California","06",,,,,"Sutter County",35335,1950,6025,6680,4665,30,23,638,9069
"G0601030","1990",,,,,,,,,,"Tehama","103",,"9","9999",,"9999","4","California","06",,,,,"Tehama County",29881,1382,5620,4274,5221,45,0,390,2812
"G0601050","1990",,,,,,,,,,"Trinity","105",,"9","9999",,"9999","4","California","06",,,,,"Trinity County",7715,672,1403,1091,1766,13,7,116,280
"G0601070","1990",,,,,,,,,,"Tulare","107",,"9","8780",,"9999","4","California","06",,,,,"Tulare County",180017,5426,19936,34288,14682,310,123,2214,54925
"G0601090","1990",,,,,,,,,,"Tuolumne","109",,"9","9999",,"9999","4","California","06",,,,,"Tuolumne County",30474,1950,5542,4190,3974,16,7,352,1951
"G0601110","1990",,,,,,,,,,"Ventura","111",,"9","4472",,"6000","4","California","06",,,,,"Ventura County",320472,53703,84994,50457,35611,649,830,8296,114004
"G0601130","1990",,,,,,,,,,"Yolo","113",,"9","6920",,"9999","4","California","06",,,,,"Yolo County",78760,6346,13771,9844,10042,99,87,1814,20329
"G0601150","1990",,,,,,,,,,"Yuba","115",,"9","9340",,"9999","4","California","06",,,,,"Yuba County",30260,2332,6838,7544,4768,39,62,1019,5366
"G0800010","1990",,,,,,,,,,"Adams","001",,"8","2082",,"2080","4","Colorado","08",,,,,"Adams County",136483,11948,56830,20585,25811,253,48,2055,11025
"G0800030","1990",,,,,,,,,,"Alamosa","003",,"8","9999",,"9999","4","Colorado","08",,,,,"Alamosa County",8762,396,1356,967,1526,13,6,96,495
"G0800050","1990",,,,,,,,,,"Arapahoe","005",,"8","2082",,"2080","4","Colorado","08",,,,,"Arapahoe County",137256,32865,104662,47795,43592,479,210,5514,19138
"G0800070","1990",,,,,,,,,,"Archuleta","007",,"8","9999",,"9999","4","Colorado","08",,,,,"Archuleta County",2026,251,823,1018,1062,0,0,46,119
"G0800090","1990",,,,,,,,,,"Baca","009",,"8","9999",,"9999","4","Colorado","08",,,,,"Baca County",2497,20,1062,746,145,0,0,7,79
"G0800110","1990",,,,,,,,,,"Bent","011",,"8","9999",,"9999","4","Colorado","08",,,,,"Bent County",2923,81,746,595,576,0,0,38,89
"G0800130","1990",,,,,,,,,,"Boulder","013",,"8","2082",,"1125","4","Colorado","08",,,,,"Boulder County",75321,25831,60629,22109,25696,82,28,3082,12561
"G0800150","1990",,,,,,,,,,"Chaffee","015",,"8","9999",,"9999","4","Colorado","08",,,,,"Chaffee County",6274,632,3020,1327,1150,0,2,55,224
"G0800170","1990",,,,,,,,,,"Cheyenne","017",,"8","9999",,"9999","4","Colorado","08",,,,,"Cheyenne County",1363,23,688,153,117,0,0,9,44
"G0800190","1990",,,,,,,,,,"Clear Creek","019",,"8","9999",,"9999","4","Colorado","08",,,,,"Clear Creek County",3073,726,2076,812,737,2,0,25,168
"G0800210","1990",,,,,,,,,,"Conejos","021",,"8","9999",,"9999","4","Colorado","08",,,,,"Conejos County",5879,62,289,187,808,0,0,14,214
"G0800230","1990",,,,,,,,,,"Costilla","023",,"8","9999",,"9999","4","Colorado","08",,,,,"Costilla County",2327,55,176,123,364,0,0,9,136
"G0800250","1990",,,,,,,,,,"Crowley","025",,"8","9999",,"9999","4","Colorado","08",,,,,"Crowley County",2216,143,633,343,456,2,0,18,135
"G0800270","1990",,,,,,,,,,"Custer","027",,"8","9999",,"9999","4","Colorado","08",,,,,"Custer County",960,96,419,255,140,0,0,28,28
"G0800290","1990",,,,,,,,,,"Delta","029",,"8","9999",,"9999","4","Colorado","08",,,,,"Delta County",11026,659,3699,1964,3008,7,0,127,490
"G0800310","1990",,,,,,,,,,"Denver","031",,"8","2082",,"2080","4","Colorado","08",,,,,"Denver County",211727,29110,93486,52853,40226,505,353,4635,34715
"G0800330","1990",,,,,,,,,,"Dolores","033",,"8","9999",,"9999","4","Colorado","08",,,,,"Dolores County",743,10,236,167,344,0,0,0,4
"G0800350","1990",,,,,,,,,,"Douglas","035",,"8","2082",,"2080","4","Colorado","08",,,,,"Douglas County",22168,5147,16066,7141,7587,35,0,595,1652
"G0800370","1990",,,,,,,,,,"Eagle","037",,"8","9999",,"9999","4","Colorado","08",,,,,"Eagle County",7719,2724,5236,1951,2533,6,2,207,1550
"G0800390","1990",,,,,,,,,,"Elbert","039",,"8","9999",,"9999","4","Colorado","08",,,,,"Elbert County",4787,530,2398,1005,774,0,0,50,102
"G0800410","1990",,,,,,,,,,"El Paso","041",,"8","1720",,"9999","4","Colorado","08",,,,,"El Paso County",112458,35072,103714,66311,47830,753,418,12073,18385
"G0800430","1990",,,,,,,,,,"Fremont","043",,"8","9999",,"9999","4","Colorado","08",,,,,"Fremont County",16565,1357,7651,3437,2435,4,21,269,534
"G0800450","1990",,,,,,,,,,"Garfield","045",,"8","9999",,"9999","4","Colorado","08",,,,,"Garfield County",13619,1690,6851,2561,4367,17,27,159,683
"G0800470","1990",,,,,,,,,,"Gilpin","047",,"8","9999",,"9999","4","Colorado","08",,,,,"Gilpin County",1092,335,910,365,263,0,0,29,76
"G0800490","1990",,,,,,,,,,"Grand","049",,"8","9999",,"9999","4","Colorado","08",,,,,"Grand County",3337,487,2259,793,834,0,0,88,168
"G0800510","1990",,,,,,,,,,"Gunnison","051",,"8","9999",,"9999","4","Colorado","08",,,,,"Gunnison County",4341,846,2128,1529,1123,0,0,113,193
"G0800530","1990",,,,,,,,,,"Hinsdale","053",,"8","9999",,"9999","4","Colorado","08",,,,,"Hinsdale County",124,28,94,156,57,0,0,0,8
"G0800550","1990",,,,,,,,,,"Huerfano","055",,"8","9999",,"9999","4","Colorado","08",,,,,"Huerfano County",4376,89,534,467,354,0,0,26,163
"G0800570","1990",,,,,,,,,,"Jackson","057",,"8","9999",,"9999","4","Colorado","08",,,,,"Jackson County",628,57,297,97,500,0,0,2,24
"G0800590","1990",,,,,,,,,,"Jefferson","059",,"8","2082",,"2080","4","Colorado","08",,,,,"Jefferson County",197266,28721,110867,37960,45187,175,114,3336,14804
"G0800610","1990",,,,,,,,,,"Kiowa","061",,"8","9999",,"9999","4","Colorado","08",,,,,"Kiowa County",1048,12,425,139,58,0,0,4,2
"G0800630","1990",,,,,,,,,,"Kit Carson","063",,"8","9999",,"9999","4","Colorado","08",,,,,"Kit Carson County",4302,75,1887,480,270,0,0,13,113
"G0800650","1990",,,,,,,,,,"Lake","065",,"8","9999",,"9999","4","Colorado","08",,,,,"Lake County",3136,273,1112,358,955,0,0,70,103
"G0800670","1990",,,,,,,,,,"La Plata","067",,"8","9999",,"9999","4","Colorado","08",,,,,"La Plata County",14474,1460,5295,3791,6541,11,23,245,444
"G0800690","1990",,,,,,,,,,"Larimer","069",,"8","2670",,"9999","4","Colorado","08",,,,,"Larimer County",70250,13778,57866,15231,21331,43,47,1853,5737
"G0800710","1990",,,,,,,,,,"Las Animas","071",,"8","9999",,"9999","4","Colorado","08",,,,,"Las Animas County",9808,215,955,677,1790,0,0,93,227
"G0800730","1990",,,,,,,,,,"Lincoln","073",,"8","9999",,"9999","4","Colorado","08",,,,,"Lincoln County",2773,79,1069,349,225,0,0,22,12
"G0800750","1990",,,,,,,,,,"Logan","075",,"8","9999",,"9999","4","Colorado","08",,,,,"Logan County",10963,230,4364,659,891,8,0,37,415
"G0800770","1990",,,,,,,,,,"Mesa","077",,"8","9999",,"9999","4","Colorado","08",,,,,"Mesa County",46453,3123,18217,7729,14909,13,2,629,2070
"G0800790","1990",,,,,,,,,,"Mineral","079",,"8","9999",,"9999","4","Colorado","08",,,,,"Mineral County",269,13,97,103,58,0,0,2,16
"G0800810","1990",,,,,,,,,,"Moffat","081",,"8","9999",,"9999","4","Colorado","08",,,,,"Moffat County",5836,324,1996,960,1966,13,0,31,231
