GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GI8001,GI8002,GI9001,GI9002,GI9003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Native,Foreign born,Born in state of residence,Born in other state in the United States,Born outside the United States
"G0500230","2000","3","7","Arkansas","05","Cleburne","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cleburne County",23787,259,14467,9249,71
"G0500250","2000","3","7","Arkansas","05","Cleveland","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cleveland County",8448,123,7055,1364,29
"G0500270","2000","3","7","Arkansas","05","Columbia","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Columbia County",25382,221,18536,6774,72
"G0500290","2000","3","7","Arkansas","05","Conway","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Conway County",20082,254,15613,4401,68
"G0500310","2000","3","7","Arkansas","05","Craighead","031",,,,,,,,,,,,,"3700","9999","9999",,,,,,,,"Craighead County",80531,1617,57460,22800,271
"G0500330","2000","3","7","Arkansas","05","Crawford","033",,,,,,,,,,,,,"2720","9999","9999",,,,,,,,"Crawford County",51983,1264,34015,17694,274
"G0500350","2000","3","7","Arkansas","05","Crittenden","035",,,,,,,,,,,,,"4920","9999","9999",,,,,,,,"Crittenden County",50257,609,27028,23114,115
"G0500370","2000","3","7","Arkansas","05","Cross","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cross County",19329,197,15173,4104,52
"G0500390","2000","3","7","Arkansas","05","Dallas","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dallas County",9129,81,7703,1426,0
"G0500410","2000","3","7","Arkansas","05","Desha","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Desha County",15023,318,12916,2054,53
"G0500430","2000","3","7","Arkansas","05","Drew","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Drew County",18445,278,14755,3639,51
"G0500450","2000","3","7","Arkansas","05","Faulkner","045",,,,,,,,,,,,,"4400","9999","9999",,,,,,,,"Faulkner County",84586,1428,57439,26566,581
"G0500470","2000","3","7","Arkansas","05","Franklin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",17539,232,12356,5139,44
"G0500490","2000","3","7","Arkansas","05","Fulton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton County",11596,46,5774,5790,32
"G0500510","2000","3","7","Arkansas","05","Garland","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garland County",85754,2314,48960,36398,396
"G0500530","2000","3","7","Arkansas","05","Grant","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",16364,100,12718,3550,96
"G0500550","2000","3","7","Arkansas","05","Greene","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",37128,203,26555,10452,121
"G0500570","2000","3","7","Arkansas","05","Hempstead","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hempstead County",22068,1519,15797,6154,117
"G0500590","2000","3","7","Arkansas","05","Hot Spring","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hot Spring County",29974,379,22898,6973,103
"G0500610","2000","3","7","Arkansas","05","Howard","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howard County",13793,507,9829,3911,53
"G0500630","2000","3","7","Arkansas","05","Independence","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Independence County",33813,420,24119,9527,167
"G0500650","2000","3","7","Arkansas","05","Izard","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Izard County",13145,104,7774,5347,24
"G0500670","2000","3","7","Arkansas","05","Jackson","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",18331,87,15186,3110,35
"G0500690","2000","3","7","Arkansas","05","Jefferson","069",,,,,,,,,,,,,"6240","9999","9999",,,,,,,,"Jefferson County",83328,950,66720,16300,308
"G0500710","2000","3","7","Arkansas","05","Johnson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",21761,1020,14101,7528,132
"G0500730","2000","3","7","Arkansas","05","Lafayette","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lafayette County",8477,82,5941,2520,16
"G0500750","2000","3","7","Arkansas","05","Lawrence","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",17663,111,13482,4139,42
"G0500770","2000","3","7","Arkansas","05","Lee","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",12536,44,10140,2384,12
"G0500790","2000","3","7","Arkansas","05","Lincoln","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",14387,105,10758,3618,11
"G0500810","2000","3","7","Arkansas","05","Little River","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Little River County",13394,234,6645,6679,70
"G0500830","2000","3","7","Arkansas","05","Logan","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",22285,201,15014,7195,76
"G0500850","2000","3","7","Arkansas","05","Lonoke","085",,,,,,,,,,,,,"4400","9999","9999",,,,,,,,"Lonoke County",52106,722,35879,15658,569
"G0500870","2000","3","7","Arkansas","05","Madison","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",13992,251,8978,4986,28
"G0500890","2000","3","7","Arkansas","05","Marion","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",15962,178,6451,9432,79
"G0500910","2000","3","7","Arkansas","05","Miller","091",,,,,,,,,,,,,"8360","9999","9999",,,,,,,,"Miller County",39987,456,15503,24309,175
"G0500930","2000","3","7","Arkansas","05","Mississippi","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mississippi County",51362,617,35415,15793,154
"G0500950","2000","3","7","Arkansas","05","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",10198,56,8624,1564,10
"G0500970","2000","3","7","Arkansas","05","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",9060,185,6149,2900,11
"G0500990","2000","3","7","Arkansas","05","Nevada","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nevada County",9845,110,7826,1988,31
"G0501010","2000","3","7","Arkansas","05","Newton","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",8563,45,5296,3231,36
"G0501030","2000","3","7","Arkansas","05","Ouachita","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ouachita County",28596,194,23120,5378,98
"G0501050","2000","3","7","Arkansas","05","Perry","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",10129,80,7444,2642,43
"G0501070","2000","3","7","Arkansas","05","Phillips","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phillips County",26156,289,21443,4694,19
"G0501090","2000","3","7","Arkansas","05","Pike","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",11056,247,8246,2772,38
"G0501110","2000","3","7","Arkansas","05","Poinsett","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Poinsett County",25393,221,18628,6718,47
"G0501130","2000","3","7","Arkansas","05","Polk","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Polk County",19691,538,10689,8939,63
"G0501150","2000","3","7","Arkansas","05","Pope","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pope County",53522,947,34361,18906,255
"G0501170","2000","3","7","Arkansas","05","Prairie","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prairie County",9500,39,8126,1342,32
"G0501190","2000","3","7","Arkansas","05","Pulaski","119",,,,,,,,,,,,,"4400","9999","9999",,,,,,,,"Pulaski County",350638,10836,240903,106426,3309
"G0501210","2000","3","7","Arkansas","05","Randolph","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",18034,161,12246,5705,83
"G0501230","2000","3","7","Arkansas","05","St Francis","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Francis County",29250,79,22198,6971,81
"G0501250","2000","3","7","Arkansas","05","Saline","125",,,,,,,,,,,,,"4400","9999","9999",,,,,,,,"Saline County",82410,1119,58292,23657,461
"G0501270","2000","3","7","Arkansas","05","Scott","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",10612,384,7139,3420,53
"G0501290","2000","3","7","Arkansas","05","Searcy","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Searcy County",8213,48,5532,2647,34
"G0501310","2000","3","7","Arkansas","05","Sebastian","131",,,,,,,,,,,,,"2720","9999","9999",,,,,,,,"Sebastian County",107149,7922,67147,39182,820
"G0501330","2000","3","7","Arkansas","05","Sevier","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sevier County",13755,2002,7778,5892,85
"G0501350","2000","3","7","Arkansas","05","Sharp","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sharp County",16986,133,9473,7459,54
"G0501370","2000","3","7","Arkansas","05","Stone","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",11403,96,7366,4000,37
"G0501390","2000","3","7","Arkansas","05","Union","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",45094,535,34135,10760,199
"G0501410","2000","3","7","Arkansas","05","Van Buren","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Van Buren County",15968,224,9366,6555,47
"G0501430","2000","3","7","Arkansas","05","Washington","143",,,,,,,,,,,,,"2580","9999","9999",,,,,,,,"Washington County",146009,11706,81435,63547,1027
"G0501450","2000","3","7","Arkansas","05","White","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"White County",66182,983,44837,20979,366
"G0501470","2000","3","7","Arkansas","05","Woodruff","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Woodruff County",8691,50,7477,1190,24
"G0501490","2000","3","7","Arkansas","05","Yell","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yell County",18992,2147,13319,5576,97
"G0600010","2000","4","9","California","06","Alameda","001",,,,,,,,,,,,,"7362","5775","9999",,,,,,,,"Alameda County",1051085,392656,703978,329236,17871
"G0600030","2000","4","9","California","06","Alpine","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alpine County",1169,39,616,540,13
"G0600050","2000","4","9","California","06","Amador","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amador County",33920,1180,23535,10179,206
"G0600070","2000","4","9","California","06","Butte","007",,,,,,,,,,,,,"1620","9999","9999",,,,,,,,"Butte County",187503,15668,131653,54322,1528
"G0600090","2000","4","9","California","06","Calaveras","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calaveras County",39335,1219,27265,11692,378
"G0600110","2000","4","9","California","06","Colusa","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Colusa County",13623,5181,11159,2360,104
"G0600130","2000","4","9","California","06","Contra Costa","013",,,,,,,,,,,,,"7362","5775","9999",,,,,,,,"Contra Costa County",768328,180488,518090,239869,10369
"G0600150","2000","4","9","California","06","Del Norte","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Del Norte County",25928,1579,17802,7927,199
"G0600170","2000","4","9","California","06","El Dorado","017",,,,,,,,,,,,,"6922","6920","9999",,,,,,,,"El Dorado County",145116,11183,97898,45947,1271
"G0600190","2000","4","9","California","06","Fresno","019",,,,,,,,,,,,,"2840","9999","9999",,,,,,,,"Fresno County",630690,168717,493111,131188,6391
"G0600210","2000","4","9","California","06","Glenn","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glenn County",21734,4719,17153,4504,77
"G0600230","2000","4","9","California","06","Humboldt","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humboldt County",120769,5749,84948,34901,920
"G0600250","2000","4","9","California","06","Imperial","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Imperial County",96578,45783,75140,18645,2793
"G0600270","2000","4","9","California","06","Inyo","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Inyo County",16578,1367,11233,5189,156
"G0600290","2000","4","9","California","06","Kern","029",,,,,,,,,,,,,"0680","9999","9999",,,,,,,,"Kern County",549701,111944,397113,141074,11514
"G0600310","2000","4","9","California","06","Kings","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kings County",108704,20757,79914,23570,5220
"G0600330","2000","4","9","California","06","Lake","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",54487,3822,36595,17361,531
"G0600350","2000","4","9","California","06","Lassen","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lassen County",33039,789,22060,9952,1027
"G0600370","2000","4","9","California","06","Los Angeles","037",,,,,,,,,,,,,"4472","4480","9999",,,,,,,,"Los Angeles County",6069894,3449444,4302278,1681120,86496
"G0600390","2000","4","9","California","06","Madera","039",,,,,,,,,,,,,"2840","9999","9999",,,,,,,,"Madera County",98356,24753,73514,23976,866
"G0600410","2000","4","9","California","06","Marin","041",,,,,,,,,,,,,"7362","7360","9999",,,,,,,,"Marin County",206129,41160,119098,83959,3072
"G0600430","2000","4","9","California","06","Mariposa","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mariposa County",16655,475,11500,5090,65
"G0600450","2000","4","9","California","06","Mendocino","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mendocino County",77432,8833,55691,21069,672
"G0600470","2000","4","9","California","06","Merced","047",,,,,,,,,,,,,"4940","9999","9999",,,,,,,,"Merced County",158370,52184,121958,34310,2102
"G0600490","2000","4","9","California","06","Modoc","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Modoc County",8893,556,5552,3270,71
"G0600510","2000","4","9","California","06","Mono","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mono County",11255,1598,7099,4002,154
"G0600530","2000","4","9","California","06","Monterey","053",,,,,,,,,,,,,"7120","9999","9999",,,,,,,,"Monterey County",285203,116559,199219,79560,6424
"G0600550","2000","4","9","California","06","Napa","055",,,,,,,,,,,,,"7362","8720","9999",,,,,,,,"Napa County",101792,22487,69113,31270,1409
"G0600570","2000","4","9","California","06","Nevada","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nevada County",87968,4065,57342,29961,665
"G0600590","2000","4","9","California","06","Orange","059",,,,,,,,,,,,,"4472","5945","9999",,,,,,,,"Orange County",1996390,849899,1322976,648350,25064
"G0600610","2000","4","9","California","06","Placer","061",,,,,,,,,,,,,"6922","6920","9999",,,,,,,,"Placer County",230837,17562,153334,74852,2651
"G0600630","2000","4","9","California","06","Plumas","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Plumas County",20298,526,12970,7187,141
"G0600650","2000","4","9","California","06","Riverside","065",,,,,,,,,,,,,"4472","6780","9999",,,,,,,,"Riverside County",1251675,293712,831089,406207,14379
"G0600670","2000","4","9","California","06","Sacramento","067",,,,,,,,,,,,,"6922","6920","9999",,,,,,,,"Sacramento County",1026304,197195,701399,309043,15862
"G0600690","2000","4","9","California","06","San Benito","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Benito County",43208,10026,33432,9015,761
"G0600710","2000","4","9","California","06","San Bernardino","071",,,,,,,,,,,,,"4472","6780","9999",,,,,,,,"San Bernardino County",1390787,318647,988964,383714,18109
"G0600730","2000","4","9","California","06","San Diego","073",,,,,,,,,,,,,"7320","9999","9999",,,,,,,,"San Diego County",2207579,606254,1235991,926226,45362
"G0600750","2000","4","9","California","06","San Francisco","075",,,,,,,,,,,,,"7362","7360","9999",,,,,,,,"San Francisco County",491192,285541,268519,210292,12381
"G0600770","2000","4","9","California","06","San Joaquin","077",,,,,,,,,,,,,"8120","9999","9999",,,,,,,,"San Joaquin County",453786,109812,342645,106430,4711
"G0600790","2000","4","9","California","06","San Luis Obispo","079",,,,,,,,,,,,,"7460","9999","9999",,,,,,,,"San Luis Obispo County",224665,22016,153555,68550,2560
"G0600810","2000","4","9","California","06","San Mateo","081",,,,,,,,,,,,,"7362","7360","9999",,,,,,,,"San Mateo County",479043,228118,333361,136232,9450
"G0600830","2000","4","9","California","06","Santa Barbara","083",,,,,,,,,,,,,"7480","9999","9999",,,,,,,,"Santa Barbara County",314521,84826,204295,105072,5154
"G0600850","2000","4","9","California","06","Santa Clara","085",,,,,,,,,,,,,"7362","7400","9999",,,,,,,,"Santa Clara County",1109455,573130,737130,352306,20019
"G0600870","2000","4","9","California","06","Santa Cruz","087",,,,,,,,,,,,,"7362","7485","9999",,,,,,,,"Santa Cruz County",209100,46502,145242,61139,2719
"G0600890","2000","4","9","California","06","Shasta","089",,,,,,,,,,,,,"6690","9999","9999",,,,,,,,"Shasta County",156768,6488,107258,48369,1141
"G0600910","2000","4","9","California","06","Sierra","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sierra County",3448,107,2045,1383,20
"G0600930","2000","4","9","California","06","Siskiyou","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Siskiyou County",41919,2382,26764,14862,293
"G0600950","2000","4","9","California","06","Solano","095",,,,,,,,,,,,,"7362","8720","9999",,,,,,,,"Solano County",328046,66496,211401,108573,8072
"G0600970","2000","4","9","California","06","Sonoma","097",,,,,,,,,,,,,"7362","7500","9999",,,,,,,,"Sonoma County",392888,65726,275435,113235,4218
"G0600990","2000","4","9","California","06","Stanislaus","099",,,,,,,,,,,,,"5170","9999","9999",,,,,,,,"Stanislaus County",365382,81615,280069,82101,3212
"G0601010","2000","4","9","California","06","Sutter","101",,,,,,,,,,,,,"9340","9999","9999",,,,,,,,"Sutter County",63702,15228,45584,17219,899
"G0601030","2000","4","9","California","06","Tehama","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tehama County",51615,4424,36126,15111,378
"G0601050","2000","4","9","California","06","Trinity","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trinity County",12816,206,8819,3945,52
"G0601070","2000","4","9","California","06","Tulare","107",,,,,,,,,,,,,"8780","9999","9999",,,,,,,,"Tulare County",284897,83124,223851,58576,2470
"G0601090","2000","4","9","California","06","Tuolumne","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tuolumne County",52777,1724,36887,15574,316
"G0601110","2000","4","9","California","06","Ventura","111",,,,,,,,,,,,,"4472","8735","9999",,,,,,,,"Ventura County",597284,155913,397990,191074,8220
"G0601130","2000","4","9","California","06","Yolo","113",,,,,,,,,,,,,"6922","9270","9999",,,,,,,,"Yolo County",134489,34171,96454,36388,1647
"G0601150","2000","4","9","California","06","Yuba","115",,,,,,,,,,,,,"9340","9999","9999",,,,,,,,"Yuba County",52288,7931,33885,17555,848
"G0800010","2000","4","8","Colorado","08","Adams","001",,,,,,,,,,,,,"2082","2080","9999",,,,,,,,"Adams County",318269,45588,175535,139705,3029
"G0800030","2000","4","8","Colorado","08","Alamosa","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alamosa County",14263,703,9528,4623,112
"G0800050","2000","4","8","Colorado","08","Arapahoe","005",,,,,,,,,,,,,"2082","2080","9999",,,,,,,,"Arapahoe County",434525,53442,175849,251470,7206
"G0800070","2000","4","8","Colorado","08","Archuleta","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Archuleta County",9608,290,2915,6646,47
"G0800090","2000","4","8","Colorado","08","Baca","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Baca County",4405,112,2390,1998,17
"G0800110","2000","4","8","Colorado","08","Bent","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bent County",5732,266,3417,2302,13
"G0800130","2000","4","8","Colorado","08","Boulder","013",,,,,,,,,,,,,"2082","1125","9999",,,,,,,,"Boulder County",264009,27279,89610,170778,3621
"G0800150","2000","4","8","Colorado","08","Chaffee","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chaffee County",15919,323,7142,8652,125
"G0800170","2000","4","8","Colorado","08","Cheyenne","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cheyenne County",2140,91,1373,762,5
"G0800190","2000","4","8","Colorado","08","Clear Creek","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clear Creek County",9149,173,3516,5515,118
"G0800210","2000","4","8","Colorado","08","Conejos","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Conejos County",8152,248,6733,1377,42
"G0800230","2000","4","8","Colorado","08","Costilla","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Costilla County",3411,252,2280,1115,16
"G0800250","2000","4","8","Colorado","08","Crowley","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crowley County",5460,58,3636,1801,23
"G0800270","2000","4","8","Colorado","08","Custer","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Custer County",3445,58,1238,2172,35
"G0800290","2000","4","8","Colorado","08","Delta","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Delta County",26669,1165,13662,12864,143
"G0800310","2000","4","8","Colorado","08","Denver","031",,,,,,,,,,,,,"2082","2080","9999",,,,,,,,"Denver County",458035,96601,222531,229587,5917
"G0800330","2000","4","8","Colorado","08","Dolores","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dolores County",1827,17,831,978,18
"G0800350","2000","4","8","Colorado","08","Douglas","035",,,,,,,,,,,,,"2082","2080","9999",,,,,,,,"Douglas County",166701,9065,59421,104987,2293
"G0800370","2000","4","8","Colorado","08","Eagle","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Eagle County",34085,7574,11571,22101,413
"G0800390","2000","4","8","Colorado","08","Elbert","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elbert County",19498,374,8928,10315,255
"G0800410","2000","4","8","Colorado","08","El Paso","041",,,,,,,,,,,,,"1720","9999","9999",,,,,,,,"El Paso County",483621,33308,151429,314380,17812
"G0800430","2000","4","8","Colorado","08","Fremont","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fremont County",45458,687,23904,21151,403
"G0800450","2000","4","8","Colorado","08","Garfield","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garfield County",39228,4563,17399,21593,236
"G0800470","2000","4","8","Colorado","08","Gilpin","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gilpin County",4596,161,1829,2735,32
"G0800490","2000","4","8","Colorado","08","Grand","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grand County",12017,425,5057,6864,96
"G0800510","2000","4","8","Colorado","08","Gunnison","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gunnison County",13546,410,5257,8110,179
"G0800530","2000","4","8","Colorado","08","Hinsdale","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hinsdale County",774,16,213,555,6
"G0800550","2000","4","8","Colorado","08","Huerfano","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Huerfano County",7734,128,4305,3380,49
"G0800570","2000","4","8","Colorado","08","Jackson","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",1547,30,698,845,4
"G0800590","2000","4","8","Colorado","08","Jefferson","059",,,,,,,,,,,,,"2082","2080","9999",,,,,,,,"Jefferson County",498656,28400,234978,259070,4608
"G0800610","2000","4","8","Colorado","08","Kiowa","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kiowa County",1599,23,964,630,5
"G0800630","2000","4","8","Colorado","08","Kit Carson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kit Carson County",7547,464,4493,3034,20
"G0800650","2000","4","8","Colorado","08","Lake","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",6595,1217,3455,3107,33
"G0800670","2000","4","8","Colorado","08","La Plata","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Plata County",42770,1171,16370,25886,514
"G0800690","2000","4","8","Colorado","08","Larimer","069",,,,,,,,,,,,,"2670","9999","9999",,,,,,,,"Larimer County",240785,10709,95925,142318,2542
"G0800710","2000","4","8","Colorado","08","Las Animas","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Las Animas County",14850,357,9727,5056,67
"G0800730","2000","4","8","Colorado","08","Lincoln","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",5980,107,3634,2318,28
"G0800750","2000","4","8","Colorado","08","Logan","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",19871,633,13148,6651,72
"G0800770","2000","4","8","Colorado","08","Mesa","077",,,,,,,,,,,,,"2995","9999","9999",,,,,,,,"Mesa County",112812,3443,57069,55054,689
"G0800790","2000","4","8","Colorado","08","Mineral","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mineral County",825,6,332,485,8
"G0800810","2000","4","8","Colorado","08","Moffat","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moffat County",12638,546,6817,5787,34
"G0800830","2000","4","8","Colorado","08","Montezuma","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montezuma County",23313,517,10933,12228,152
"G0800850","2000","4","8","Colorado","08","Montrose","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montrose County",31569,1863,16589,14827,153
"G0800870","2000","4","8","Colorado","08","Morgan","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",23195,3976,14722,8332,141
"G0800890","2000","4","8","Colorado","08","Otero","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Otero County",19321,990,13320,5927,74
"G0800910","2000","4","8","Colorado","08","Ouray","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ouray County",3622,120,1164,2425,33
"G0800930","2000","4","8","Colorado","08","Park","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Park County",14206,317,4861,9227,118
"G0800950","2000","4","8","Colorado","08","Phillips","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phillips County",4117,363,2520,1582,15
"G0800970","2000","4","8","Colorado","08","Pitkin","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pitkin County",13255,1617,3242,9888,125
"G0800990","2000","4","8","Colorado","08","Prowers","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prowers County",12947,1536,8446,4453,48
"G0801010","2000","4","8","Colorado","08","Pueblo","101",,,,,,,,,,,,,"6560","9999","9999",,,,,,,,"Pueblo County",137278,4194,93776,42569,933
"G0801030","2000","4","8","Colorado","08","Rio Blanco","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rio Blanco County",5797,189,3024,2741,32
